No,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39
区分,データ取得日,プレイヤー名情報,プレイヤー名情報,プレイヤー名情報,プレイヤー名情報,ドライブゲージ,ドライブゲージ,ドライブゲージ,ドライブゲージ,ドライブゲージ,ドライブゲージ,ドライブゲージ,ドライブリバーサル,ドライブパリィ,ドライブパリィ,ドライブパリィ,ドライブパリィ,ドライブインパクト,ドライブインパクト,ドライブインパクト,ドライブインパクト,ドライブインパクト,ドライブインパクト,SAゲージ使用割合,SAゲージ使用割合,SAゲージ使用割合,SAゲージ使用割合,スタン,スタン,投げ,投げ,投げ,壁際,壁際,プレイ回数,プレイ回数,プレイ回数,プレイ回数,プレイポイント
項目,データ取得日,プレイヤー名,リーグポイント,ランク,MR,ドライブパリィ,ドライブインパクト,オーバードライブアーツ,パリィドライブラッシュ,キャンセルドライブラッシュ,ドライブリバーサル,ダメージ,使用回数,成功回数,相手のドライブパリィを投げた,自分のドライブパリィを投げられた,ジャストパリィ回数,決めた回数,パニッシュカウンターを決めた回数,相手のドライブインパクトに決めた回数,受けた回数,パニッシュカウンターを受けた回数,相手にドライブインパクトで返された回数,Lv1,Lv2,Lv3,CA,スタンさせた回数,スタンさせられた回数,決めた回数,受けた回数,投げ抜け回数,相手を追い詰めている時間,相手に追い詰められている時間,ランクマッチプレイ回数,カジュアルマッチプレイ回数,ルームマッチプレイ回数,バトルハブマッチプレイ回数,累計プレイポイント
単位,日付,テキスト,数値,テキスト,数値,割合,割合,割合,割合,割合,割合,割合,回,回,回,回,回,回,回,回,回,回,回,割合,割合,割合,割合,回,回,回,回,回,秒,秒,回,回,回,回,数値
223,2026/3/14,IonicMist,22620,DIAMOND4,0,12.90%,5.13%,7.96%,8.49%,11.01%,6.60%,47.87%,0.6,1.1,0.2,0.1,0.1,0.3,0.2,0.1,0.4,0.3,0,59.09%,15.15%,16.66%,9.09%,0.1,0.1,3.5,3,0.4,5.5,9,1475,1689,2259,69,130541
224,2026/3/14,k000,49641,MASTER,1411,12.07%,3.16%,15.12%,8.86%,33.84%,1.34%,25.57%,0.2,1,0.1,0.1,0.1,0.3,0.1,0.1,0.2,0.2,0.1,15.00%,13.33%,60.00%,11.66%,0.1,0,2.4,2,0.3,9.6,7.3,12934,24,2518,147,479480
225,2026/3/14,とらみざわ,17612,PLATINUM4,0,9.59%,1.29%,32.88%,3.89%,2.59%,0.00%,49.72%,0,0,0,0,0,0,0,0,0.7,0.4,0,0.00%,100.00%,0.00%,0.00%,0,0,0.3,2,0.1,4.1,5.1,17,4,0,0,1027
226,2026/3/14,Peach,18396,PLATINUM5,0,8.04%,2.74%,24.33%,7.26%,18.97%,1.04%,37.57%,0.1,0.2,0.1,0,0,0.4,0.4,0.3,0.6,0.4,0,66.27%,9.30%,19.76%,4.65%,0,0,1.5,2.6,0.3,10.1,9.1,1837,14,1314,0,70486
227,2026/3/14,atsu41,10217,GOLD2,0,5.18%,5.39%,5.50%,0.47%,0.00%,1.48%,81.95%,0.1,0.6,0.1,0,0.1,0.2,0.1,0.1,1,0.8,0,85.29%,5.88%,5.88%,2.94%,0,0,3.4,2.8,0.6,5.3,7.1,882,0,80,0,30322
228,2026/3/14,PiKaLuk,13719,PLATINUM1,0,14.94%,5.65%,42.43%,7.83%,3.36%,0.24%,25.52%,0,2.2,0.1,0.1,0.3,0.6,0.4,0.1,0.7,0.4,0.1,20.58%,42.64%,19.11%,17.64%,0,0.1,1.9,2.6,0.5,7.6,8.7,514,68,222,4,25909
229,2026/3/14,35P@甘雨＆胡桃推し,9216,GOLD1,0,8.62%,7.86%,60.37%,4.11%,0.00%,4.56%,14.46%,0.4,1.2,0.2,0,0.1,0.5,0.3,0.1,0.3,0.2,0.1,1.66%,11.66%,75.00%,11.66%,0,0,3.9,1.2,0.1,11.9,2.8,990,0,6,0,28802
230,2026/3/14,Frontriver,13185,PLATINUM1,0,8.78%,4.88%,21.73%,3.63%,14.07%,0.95%,45.93%,0.1,1.2,0.1,0.1,0.3,0.6,0.5,0.3,1,0.7,0.1,14.81%,33.33%,27.77%,24.07%,0,0,2.3,3.5,0.3,2.3,8.6,2296,0,43,130,101276
231,2026/3/14,yukidaru,18129,PLATINUM5,0,12.79%,2.00%,44.42%,9.57%,0.15%,0.00%,31.04%,0,0.8,0.1,0,0.1,0.1,0.1,0.1,0.6,0.3,0,38.80%,0.00%,43.28%,17.91%,0,0,2.4,2.3,0.2,3.5,8.1,640,0,595,0,27143
232,2026/3/14,Rorixtuch,19995,DIAMOND1,0,6.43%,6.39%,23.30%,4.84%,9.49%,0.12%,49.39%,0,0.3,0.1,0,0,0.6,0.5,0.4,1.1,0.6,0.1,9.09%,13.63%,50.00%,27.27%,0,0,0.9,2.5,0.1,5.3,11,1789,3,1748,0,80975
233,2026/3/14,ER-I,15512,PLATINUM3,0,8.75%,16.24%,38.45%,5.46%,0.00%,0.08%,30.99%,0,0.9,0.1,0.1,0.1,1.5,1,0.3,1.1,0.9,0.7,44.09%,32.28%,12.59%,11.02%,0.1,0,2.3,2.8,0.6,9.3,7.7,3551,19,1139,9,124271
234,2026/3/14,Yakyu,26383,MASTER,0,12.21%,5.72%,20.72%,6.88%,12.68%,0.20%,41.57%,0,1.2,1,0.1,0.1,0.4,0.2,0,0.7,0.2,0,33.84%,23.07%,32.30%,10.76%,0.1,0,5.4,2.7,0.2,19.1,8.7,2288,25,956,209,111228
235,2026/3/14,Snail,45235,MASTER,0,7.17%,5.04%,41.15%,5.84%,4.98%,0.00%,35.78%,0,0.3,0.1,0,0.1,0.5,0.3,0.2,0.5,0.3,0.1,10.16%,37.28%,37.28%,15.25%,0.1,0,2,2.3,0.2,6.4,5,4847,256,224,0,157830
236,2026/3/14,WAYENBAT,12810,GOLD5,0,13.08%,17.46%,17.60%,8.57%,0.67%,0.00%,42.59%,0,1,0.2,0.1,0,1.7,0.8,0.1,1,0.9,0.3,20.68%,25.86%,20.68%,32.75%,0,0,3.9,3.6,1.1,5.1,6.5,2398,1842,105,32,136055
237,2026/3/14,Mr.こけし,10274,GOLD2,0,11.74%,7.06%,13.15%,6.44%,34.55%,0.61%,26.41%,0.1,1.4,0.1,0.2,0.4,0.8,0.6,0.3,0.4,0.3,0.1,44.44%,25.39%,15.87%,14.28%,0,0.1,2.8,2.3,0.4,7.3,6.1,351,86,0,0,128054
238,2026/3/14,Sakµra,21512,DIAMOND3,0,19.93%,10.56%,40.21%,9.75%,2.15%,0.07%,17.30%,0,3.5,0.2,0.6,0.3,1,0.5,0.1,0.6,0.5,0.3,45.63%,28.15%,18.44%,7.76%,0.2,0.1,2.6,2.3,0.1,11.3,6,13710,5,394,0,413546
239,2026/3/14,Mike Tyson,13719,PLATINUM1,0,8.07%,9.84%,43.57%,6.79%,0.00%,0.08%,31.62%,0,0.1,0.1,0,0,0.9,0.6,0.2,1.1,0.7,0.2,6.75%,18.91%,52.70%,21.62%,0,0.1,1.4,2.7,0.4,7.8,8.9,206,26,0,0,8400
240,2026/3/14,LaurentVerto,15277,PLATINUM2,0,1.91%,10.71%,38.47%,0.12%,5.17%,0.10%,43.49%,0,0.5,0.2,0,0,0.9,0.7,0.4,0.5,0.4,0.1,5.00%,13.33%,38.33%,43.33%,0,0,2.5,3.1,0.4,4.6,7.3,1961,39,33,86,64321
241,2026/3/14,Currador666,67767,MASTER,1426,14.13%,4.70%,8.92%,8.20%,25.90%,0.00%,38.12%,0,1.4,0.2,0.2,0.3,0.5,0.3,0.2,0.4,0.3,0,27.08%,18.75%,37.50%,16.66%,0.1,0,2.8,2,0,11.5,6.6,3927,2093,244,111,202031
242,2026/3/14,whatvevo,19030,DIAMOND1,0,7.05%,5.86%,22.55%,1.47%,29.10%,0.00%,33.93%,0,1.1,0.1,0.2,0.2,0.7,0.4,0.3,0.8,0.5,0.1,13.33%,29.33%,49.33%,8.00%,0,0,1.8,1.7,0.1,9.3,4.3,663,386,97,0,46060
243,2026/3/14,刁德一嫁给我,11360,GOLD2,0,3.53%,20.52%,26.65%,1.14%,1.92%,0.14%,46.07%,0,0.3,0.2,0.1,0,1.4,0.9,0.5,1.4,0.9,0.1,55.24%,13.98%,16.08%,14.68%,0.1,0,1.4,2.2,0.2,2.4,8.4,666,0,0,0,21050
244,2026/3/14,僕のピアノ,21597,DIAMOND3,0,7.48%,10.96%,13.09%,4.54%,5.79%,9.23%,48.87%,0.7,0.4,0,0.1,0.1,0.5,0.3,0.1,0.7,0.3,0.2,8.53%,23.17%,52.43%,15.85%,0.1,0,1.3,2.8,0.1,6.2,14.1,2151,1,0,0,67811
245,2026/3/14,fenghuof,10483,GOLD2,0,1.53%,17.26%,49.22%,0.27%,0.00%,0.07%,31.62%,0,0.3,0,0,0,2,1.1,0.2,1.4,0.8,0.1,32.83%,8.20%,41.79%,17.16%,0.1,0,3,2.3,0.5,5.4,7.9,2702,7,0,21,95951
246,2026/3/14,Crollo69,18115,PLATINUM5,0,6.96%,15.19%,40.65%,5.59%,0.97%,0.00%,30.61%,0,0.4,0.3,0,0.1,1.2,0.7,0.1,0.7,0.5,0.3,0.00%,12.50%,68.75%,18.75%,0.1,0.1,6.2,3.3,0.7,9.5,7,4433,0,1192,41,151881
247,2026/3/14,ココイチ,11360,GOLD2,0,0.19%,7.39%,68.50%,0.04%,0.13%,0.09%,23.63%,0,0,0,0,0,0.5,0.3,0,1.2,0.6,0.2,0.00%,9.09%,66.66%,24.24%,0,0.1,1,2.8,0.1,3,4.5,581,15,0,0,18816
248,2026/3/14,Vicio,17667,PLATINUM4,0,6.16%,18.75%,18.37%,0.44%,29.22%,1.96%,25.06%,0.2,1.6,0.1,0.2,0.2,1.5,0.9,0.2,0.9,0.7,0.5,56.31%,11.65%,23.30%,8.73%,0,0.1,1.8,2.4,0.1,4.4,7.3,1053,1428,68,844,119893
249,2026/3/14,Zetemommy8008,11360,GOLD2,0,3.90%,21.55%,32.36%,0.33%,0.20%,0.26%,41.37%,0,0.5,0.1,0.2,0.1,1.2,0.7,0,0.7,0.6,0.4,5.88%,0.00%,64.70%,29.41%,0,0,0.7,1.7,0.1,3.1,10.7,12,0,373,31,6993
250,2026/3/14,喝酒大王,13128,PLATINUM1,0,15.04%,7.06%,21.33%,13.35%,0.00%,0.84%,42.36%,0.1,0.1,0.1,0,0,0.5,0.3,0,0.6,0.5,0.2,53.12%,11.45%,26.04%,9.37%,0,0,1.9,2.7,0.2,5.9,10.2,812,13,971,0,36186
251,2026/3/14,Nick,23612,DIAMOND4,0,12.55%,6.81%,41.27%,5.80%,0.00%,0.00%,33.55%,0,1.6,0.1,0.1,0.1,0.3,0.2,0,0.3,0.1,0,61.70%,0.00%,25.53%,12.76%,0,0,1.9,1.7,0.1,5.3,4.3,1726,0,797,0,61355
252,2026/3/14,Manolo Morales,11360,GOLD2,0,8.28%,20.15%,24.95%,1.23%,6.71%,0.00%,38.64%,0,1.5,0,0.4,0.2,1.7,1.1,0.2,1.6,1.1,0.3,6.94%,15.27%,47.22%,30.55%,0.1,0.1,2,3.9,0.6,6,10.3,210,139,0,64,15599
253,2026/3/14,MarcusAurelius,11360,GOLD2,0,2.71%,10.60%,33.10%,0.00%,3.25%,0.25%,50.05%,0,0.4,0,0,0,0.9,0.5,0,0.8,0.5,0.1,42.30%,7.69%,26.92%,23.07%,0,0,3.5,2.6,0.4,3.8,4.4,789,86,388,102,38430
254,2026/3/14,Ericyang0605,11360,GOLD2,0,0.07%,32.75%,0.43%,0.00%,0.00%,0.43%,66.29%,0,0,0.1,0,0,1.9,1.1,0.2,2,1.5,0.3,19.04%,11.90%,42.85%,26.19%,0.1,0,5.5,3.5,0.6,4.7,5,695,64,1,33,25342
255,2026/3/14,Babalawo,19148,DIAMOND1,0,14.42%,11.65%,32.22%,10.30%,17.17%,0.34%,13.86%,0.1,1.1,0.2,0.3,0.1,1.2,0.9,0.2,1.2,0.8,0.3,38.93%,15.92%,30.97%,14.15%,0,0.2,3.2,2.7,0.5,4.1,11.7,10414,8032,194,0,563065
256,2026/3/14,HAREMKING,14034,PLATINUM1,0,5.26%,2.22%,22.03%,3.48%,48.10%,0.00%,18.88%,0,0.4,0.1,0,0,0.3,0.2,0.2,1.2,0.9,0.1,45.97%,5.74%,39.08%,9.19%,0,0,1.5,2,0.3,6.9,4.8,116,0,107,0,9649
257,2026/3/14,VariableFalke,16925,PLATINUM4,0,3.83%,4.87%,22.14%,3.46%,32.27%,0.00%,33.41%,0,0,0.1,0,0,0.5,0.4,0.2,0.4,0.3,0,11.11%,11.11%,64.44%,13.33%,0,0,2.3,2.9,0.4,6.6,8.4,1135,0,359,0,39690
258,2026/3/14,Crypto,22875,DIAMOND4,0,13.55%,4.77%,33.95%,4.64%,1.09%,0.00%,41.97%,0,2.2,0.1,0.1,0.3,0.3,0.1,0.1,0.5,0.3,0,3.84%,53.84%,23.07%,19.23%,0.1,0,2,3.2,0.7,8.6,12.7,1175,0,290,0,43520
259,2026/3/14,くまだちゃん,14200,PLATINUM2,0,3.23%,10.55%,13.16%,0.35%,37.63%,0.00%,35.04%,0,0.6,0,0.1,0,1.5,1.1,0.6,1.6,1,0.1,35.71%,44.89%,16.32%,3.06%,0,0.1,2.5,1.9,0.3,3,8.3,858,0,1060,0,38786
260,2026/3/14,violence,15096,PLATINUM2,0,6.76%,6.40%,21.59%,1.00%,22.78%,0.10%,41.33%,0,1.3,0.1,0.1,0.4,0.7,0.5,0.3,0.9,0.6,0.1,16.32%,6.12%,51.02%,26.53%,0,0.1,1.6,2.7,0.6,6.5,10,4615,6,0,0,146861
261,2026/3/14,eldritchsnail,19065,DIAMOND1,0,15.83%,0.93%,30.44%,8.12%,19.30%,0.20%,25.14%,0,3.1,0,0,0.2,0.1,0.1,0.1,0.5,0.3,0,27.65%,23.40%,29.78%,19.14%,0.1,0,1.1,2.6,0.2,11.5,6.7,1644,0,218,10,56997
262,2026/3/14,inuyama,14725,PLATINUM2,0,2.90%,12.15%,44.50%,2.37%,0.28%,0.00%,37.76%,0,0.1,0,0,0,1,0.6,0.2,0.9,0.5,0.2,5.66%,0.00%,64.15%,30.18%,0,0,2.4,2.5,0.6,6.7,8.9,1053,0,0,42,36688
263,2026/3/14,ushi,22201,DIAMOND3,0,13.52%,2.47%,58.13%,4.48%,0.51%,0.08%,20.78%,0,2.8,0.1,0.3,0.2,0.2,0.1,0.1,1,0.5,0,31.03%,27.58%,31.03%,10.34%,0,0,2.3,2.5,0.3,9.4,4.8,705,0,0,0,25898
264,2026/3/14,Mach-Hommy=GOAT,65411,MASTER,1361,13.05%,1.73%,48.76%,3.22%,0.15%,0.00%,33.07%,0,1.9,0.2,0.5,0.1,0.2,0.1,0,0.6,0.4,0,3.27%,59.01%,27.86%,9.83%,0,0,2.5,2.2,0.5,9.7,5,6803,11,657,480,248812
265,2026/3/14,Meethy,17720,PLATINUM4,0,10.29%,9.84%,5.86%,4.69%,36.41%,0.09%,32.78%,0,1.3,0.1,0.1,0.1,0.8,0.7,0.3,0.9,0.7,0.2,42.10%,36.84%,5.26%,15.78%,0.1,0.1,2.4,2,0.4,9,6.4,1266,1316,227,2,92583
266,2026/3/14,れいらら,9066,GOLD1,0,20.31%,4.99%,21.94%,12.21%,6.78%,0.21%,33.53%,0,0.8,0.3,0.1,0.2,0.4,0.2,0,0.4,0.2,0,48.88%,17.77%,17.77%,15.55%,0,0,2.6,3,0.5,3.6,9,235,0,123,0,12310
267,2026/3/14,Poble,9955,GOLD2,0,1.87%,4.99%,53.96%,1.13%,7.37%,0.00%,30.64%,0,0.1,0.1,0,0,0.6,0.3,0.1,1.4,0.8,0.1,23.72%,50.00%,14.40%,11.86%,0.1,0.1,1.3,2.7,0.3,8.4,5.3,137,24,363,0,8603
268,2026/3/14,JairaleXXCLC,13104,PLATINUM1,0,0.46%,28.60%,41.87%,0.00%,0.65%,0.76%,27.63%,0.1,0,0.1,0,0,2,1.2,0.2,1.4,0.9,0.6,23.88%,17.91%,43.28%,14.92%,0.1,0,2.3,2.4,0.5,5.7,4.6,1284,3,0,238,54283
269,2026/3/14,ねぴねぴ,18511,PLATINUM5,0,5.04%,10.27%,38.91%,0.85%,0.18%,0.85%,43.87%,0.1,1,0.1,0,0.1,0.6,0.3,0.1,0.5,0.3,0.1,16.21%,16.21%,40.54%,27.02%,0,0,2.9,3.2,1,9,7.1,2324,0,1692,0,88680
270,2026/3/14,まこちー,15264,PLATINUM2,0,12.13%,4.68%,31.40%,10.61%,3.72%,0.00%,37.42%,0,0.2,0.1,0,0,0.4,0.3,0.3,0.7,0.4,0,92.36%,3.47%,2.08%,2.08%,0,0,0.7,2.7,0.2,4.3,10.5,2268,1781,1446,84,146107
271,2026/3/14,吃投不忘升龙拳,15663,PLATINUM3,0,7.24%,8.20%,49.62%,2.09%,0.50%,0.08%,32.23%,0,1.3,0,0.1,0.1,0.8,0.6,0.2,0.8,0.5,0.2,37.50%,23.52%,28.67%,10.29%,0,0.1,3.3,3.2,0.8,3.2,7.1,3392,344,42,0,114891
272,2026/3/14,Vodka Gobalsky,13793,PLATINUM1,0,6.47%,11.27%,12.89%,4.25%,14.34%,0.87%,49.87%,0.1,0.4,0,0.1,0,1.1,0.7,0.2,1.7,1.1,0.3,28.57%,14.28%,31.74%,25.39%,0,0.1,3.3,3.5,0.5,2.8,5.9,1017,79,852,0,50531
273,2026/3/14,kasa,13442,PLATINUM1,0,20.16%,16.46%,12.14%,12.57%,6.89%,0.00%,31.75%,0,1.6,0.1,0.3,0.2,1.4,0.9,0.3,1.1,0.8,0.4,0.00%,7.27%,63.63%,29.09%,0,0,3.4,2.1,0.3,5.3,8.1,1409,10,74,14,61505
274,2026/3/14,20岁攻占新德里,10607,GOLD2,0,2.57%,17.19%,54.71%,1.97%,0.00%,2.60%,20.94%,0.3,0.1,0,0,0,1.5,0.9,0.3,1.8,1.1,0.3,43.29%,11.34%,35.05%,10.30%,0,0.1,1.2,2.2,0.2,7.6,6.5,1396,7,2,8,49440
275,2026/3/14,卢一下，好玩，再卢一下,21437,DIAMOND3,0,15.81%,3.11%,44.19%,9.78%,0.27%,0.36%,26.44%,0,1.7,0,0.1,0.1,0.2,0.1,0,0.5,0.2,0.1,24.44%,37.77%,28.88%,8.88%,0,0.1,2.8,2.8,0.2,4.2,12.4,2241,22,76,0,70309
276,2026/3/14,ぬぬへへめ,25056,MASTER,0,5.27%,5.49%,56.03%,3.31%,10.50%,0.00%,19.37%,0,0.4,0.6,0,0.1,0.4,0.2,0.2,0.3,0.2,0.1,8.00%,8.00%,76.00%,8.00%,0.1,0,2.2,1.4,0.1,6,6.8,286,2,0,0,8689
277,2026/3/14,Sunshine,13745,PLATINUM1,0,10.26%,9.76%,0.89%,2.47%,45.74%,0.00%,30.86%,0,1.8,0,0.1,0.4,1.1,0.8,0.4,1,0.5,0.1,23.07%,15.38%,51.28%,10.25%,0,0,1.1,3.5,0.3,8.2,8.3,676,13,0,0,22239
278,2026/3/14,响哥响第,10600,GOLD2,0,0.25%,7.50%,52.81%,0.00%,0.69%,0.46%,38.25%,0,0,0.1,0,0,0.4,0.3,0,1.3,0.7,0.1,3.44%,87.93%,6.89%,1.72%,0,0,1.3,2.1,0.1,5.6,4.6,393,0,0,2,13959
279,2026/3/14,ibukino,13166,PLATINUM1,0,16.50%,15.65%,29.83%,10.25%,0.13%,0.00%,27.61%,0,1.8,0,0.1,0.1,1.6,1,0.1,0.9,0.6,0.1,13.15%,36.84%,34.21%,15.78%,0,0,2.2,3.4,0.2,4.6,5,981,800,113,1353,428084
280,2026/3/14,lyssbian,15670,PLATINUM3,0,15.48%,2.75%,6.04%,3.32%,43.83%,0.52%,28.03%,0.1,3.3,0.2,0.7,0.7,0.5,0.4,0.3,0.8,0.3,0,24.73%,7.52%,45.16%,22.58%,0,0.1,2.8,3.3,0.2,5.7,7.5,599,0,143,8,23848
281,2026/3/14,おとひら,13380,PLATINUM1,0,11.23%,1.60%,23.42%,0.08%,0.50%,0.00%,63.14%,0,1.8,0.1,0.1,0.2,0.1,0,0,0.9,0.8,0,10.00%,60.00%,30.00%,0.00%,0,0,3.5,3.1,0.6,4.8,7,1270,0,0,0,67794
282,2026/3/14,チュンチュン,25186,MASTER,0,13.89%,3.01%,16.98%,8.69%,25.47%,2.77%,29.15%,0.3,1.5,0.2,0.2,0.4,0.4,0.3,0.1,0.3,0.2,0.1,29.78%,41.48%,22.34%,6.38%,0.1,0.1,1.4,1.7,0.2,9.5,10.3,8166,20,8961,102,366383
283,2026/3/14,yuinano,43525,MASTER,1346,16.02%,2.62%,24.73%,7.46%,15.14%,0.08%,33.92%,0,2.8,0.2,0.1,0.8,0.3,0.2,0.2,0.5,0.3,0.1,45.45%,6.81%,20.45%,27.27%,0,0,3.9,3.2,1.3,8.4,11,9542,555,59,0,307824
284,2026/3/14,zeva,64827,MASTER,1417,13.91%,1.40%,17.92%,8.12%,34.12%,0.00%,24.50%,0,1.8,0.1,0.2,0.4,0.2,0.2,0.2,0.4,0.2,0,41.42%,5.71%,38.57%,14.28%,0.1,0.1,2,2.5,0.7,9.4,12.4,6393,230,974,2,221722
285,2026/3/14,Canonxi,72194,MASTER,0,9.02%,3.67%,16.11%,5.06%,43.69%,0.07%,22.35%,0,0.9,0.3,0.1,0.3,0.3,0.2,0,0.3,0.2,0.2,61.70%,7.44%,23.40%,7.44%,0,0.1,2.6,1.9,0.2,9.1,6.4,5752,207,851,120,218544
286,2026/3/14,たわくん,286733,GRAND,1708,8.39%,2.11%,17.11%,4.91%,36.59%,1.98%,28.89%,0.2,0.8,0.2,0.1,0.3,0.3,0.2,0.1,0.2,0,0,31.81%,10.60%,48.48%,9.09%,0.1,0,2,2,0.4,8.7,10.8,16039,707,3135,580,668930
287,2026/3/14,全性龙珠,139627,MASTER,1537,17.16%,1.68%,24.91%,8.03%,27.06%,0.50%,20.62%,0.1,2.7,0.4,0.4,1.3,0.2,0.1,0.1,0.2,0.1,0,38.93%,32.82%,21.37%,6.87%,0,0,2,1.8,0.2,12,8.1,29354,0,18015,218,1090077
288,2026/3/14,Roselia......,72193,MASTER,1469,12.46%,1.36%,9.32%,4.55%,41.70%,0.41%,30.17%,0.1,2.2,0.1,0.2,0.4,0.2,0.1,0.1,0.2,0.1,0,53.70%,14.81%,14.81%,16.66%,0.1,0.1,1.9,1.8,0.2,9.7,8.7,20399,583,11466,95,772279
289,2026/3/14,KatarnOutcast,77375,MASTER,1588,10.76%,0.91%,25.25%,4.64%,33.76%,1.54%,23.10%,0.2,2.5,0.2,0.1,0.8,0.2,0.1,0,0.2,0.1,0,27.90%,18.60%,50.00%,3.48%,0,0.1,2.7,2.1,0.5,10.3,7,14536,0,529,96,463475
290,2026/3/14,ガク114♨,72193,MASTER,1519,12.94%,0.99%,8.78%,3.73%,44.53%,0.09%,28.91%,0,2.9,0.3,0.1,0.6,0.2,0.1,0.1,0.2,0.1,0,4.34%,26.08%,50.00%,19.56%,0,0,2.4,2.4,1.6,14.9,4.7,2230,149,1794,2487,366829
291,2026/3/14,AweiZou,25135,MASTER,0,10.52%,5.17%,10.01%,6.92%,42.03%,0.16%,25.17%,0,0.9,0.3,0.2,0.1,0.5,0.3,0.2,0.3,0.2,0.1,27.53%,13.04%,44.92%,14.49%,0.2,0,3.8,2.5,1.2,11.6,7.2,7555,1733,2725,937,376883
292,2026/3/14,masterなな,72193,MASTER,0,9.50%,2.80%,18.94%,3.71%,40.00%,0.94%,24.07%,0.1,1.9,0,0.2,0.3,0.3,0.2,0.1,0.6,0.3,0.1,56.66%,8.33%,23.33%,11.66%,0,0.2,1.4,2.8,0.6,5.3,11.7,7294,2352,31,1597,441554
293,2026/3/14,oWaTa,35136,MASTER,0,12.93%,2.11%,14.56%,4.66%,42.12%,0.59%,22.99%,0.1,3.9,0.2,0.1,0.4,0.3,0.2,0.1,0.4,0.2,0,43.52%,9.41%,35.29%,11.76%,0,0,4,4.8,1.5,7.5,11.3,3132,48,6720,30,181820
294,2026/3/14,Sunshineyuan,24227,DIAMOND5,0,11.26%,2.16%,22.57%,8.05%,32.16%,1.06%,22.70%,0.1,1.2,0.2,0.1,0.2,0.3,0.3,0.1,0.7,0.5,0.1,59.37%,7.81%,26.56%,6.25%,0.1,0.1,2.4,2.3,0.3,7.7,10.1,6533,2945,16,0,291394
295,2026/3/14,じろきち,72192,MASTER,1353,12.21%,3.01%,15.81%,6.66%,39.64%,0.00%,22.63%,0,2,0.1,0.4,0.2,0.3,0.1,0.1,0.4,0.2,0.1,27.86%,6.55%,44.26%,21.31%,0.2,0,2.3,2.4,0.4,13,5.9,4494,0,857,0,196641
296,2026/3/14,TeemoMVC,30063,MASTER,0,10.67%,3.84%,17.66%,6.07%,31.65%,0.45%,29.62%,0,0.7,0.2,0.2,0.4,0.3,0.2,0.1,0.3,0.1,0,73.40%,18.08%,6.38%,2.12%,0,0.1,3.1,2.2,0.2,9.5,7,11161,308,4270,2,399582
297,2026/3/14,角者無齒,28539,MASTER,1459,18.62%,3.75%,25.54%,10.33%,17.81%,0.00%,23.91%,0,2.7,0.1,0.1,0.4,0.3,0.2,0.1,0.1,0.1,0,11.36%,4.54%,61.36%,22.72%,0.1,0,2.3,2,0.6,10.3,5.6,11032,0,3977,74,402663
298,2026/3/14,west,72191,MASTER,0,9.50%,2.21%,8.58%,4.61%,49.56%,0.95%,24.56%,0.1,2,0.3,0.1,0.4,0.2,0.2,0.1,0.2,0.1,0.1,39.36%,9.57%,34.04%,17.02%,0.1,0.1,2.7,2.8,0.9,9.4,7.8,6008,7899,2280,52,510984
299,2026/3/14,h4sh1mo,322090,MASTER,0,15.21%,3.40%,21.97%,5.80%,23.58%,1.25%,28.76%,0.2,3.2,0.3,0.2,0.7,0.4,0.3,0.1,0.3,0.1,0,28.08%,28.08%,33.70%,10.11%,0,0.1,1.9,1.5,0.3,13.8,6.2,14881,7750,17136,1784,963315
300,2026/3/14,koupurosaiko,97459,MASTER,1589,10.30%,2.49%,15.74%,5.06%,36.98%,0.24%,29.15%,0,1.3,0.2,0.3,0.4,0.2,0.1,0,0.3,0.2,0.1,27.14%,24.28%,34.28%,14.28%,0.1,0.1,2.5,2.2,0.5,12.6,7.6,10643,2239,0,0,390769
301,2026/3/14,chinpan,72191,MASTER,0,9.83%,6.20%,26.49%,2.64%,19.53%,0.83%,34.44%,0.1,2.2,0.2,0.2,0.5,0.4,0.2,0,0.4,0.3,0.2,18.86%,9.43%,52.83%,18.86%,0.1,0.1,1.7,3.4,1.3,8,13.2,4793,0,41,116,149580
302,2026/3/14,liujunji888,46037,MASTER,1230,6.27%,12.31%,36.00%,2.17%,11.66%,0.00%,31.55%,0,0.9,0.1,0.3,0,0.8,0.6,0,0.8,0.6,0.4,58.57%,10.00%,21.42%,10.00%,0,0.1,1.8,2.2,0.4,4.5,10.3,3034,14,1222,0,107518
303,2026/3/14,もすさん　P,21623,DIAMOND3,0,11.34%,4.57%,9.07%,5.71%,36.04%,0.43%,32.80%,0.1,2.1,0.2,0.1,0.2,0.5,0.3,0.1,0.3,0.2,0.1,16.00%,30.66%,42.66%,10.66%,0.1,0.1,3.3,3.5,1.4,6.3,10.6,1219,0,0,0,36790
304,2026/3/14,冷やしデデドン,46037,MASTER,0,14.08%,1.86%,24.53%,10.25%,25.03%,0.24%,23.97%,0,1.1,0.5,0,0.3,0.2,0.2,0.1,0.3,0.2,0,39.13%,26.08%,13.04%,21.73%,0,0,4.2,2.2,0.9,9.5,8.9,3606,8607,3394,258,441252
